Benchmark, Variant, Size, Density, Time
GauSei,SparseRAJA,64,0.001,9326520
SpMV,Dense,128,0.5,96838993
SpMV,Specialized,128,0.5,64571724
SpMV,SparseRAJA,128,0.5,143474451
GauSei,Dense,128,0.5,97537369
GauSei,Specialized,128,0.5,938896944
GauSei,SparseRAJA,128,0.5,16789243206
SpMV,Dense,128,0.5,96564738
SpMV,Specialized,128,0.5,44491923
SpMV,SparseRAJA,128,0.5,143457828
GauSei,Dense,128,0.5,97600960
GauSei,Specialized,128,0.5,939095624
GauSei,SparseRAJA,128,0.5,16799535059
SpMV,Dense,128,0.5,96656469
SpMV,Specialized,128,0.5,44501220
SpMV,SparseRAJA,128,0.5,143457671
GauSei,Dense,128,0.5,97550251
GauSei,Specialized,128,0.5,938907979
GauSei,SparseRAJA,128,0.5,16796085171
SpMV,Dense,128,0.5,96567916
SpMV,Specialized,128,0.5,64979836
SpMV,SparseRAJA,128,0.5,143578070
GauSei,Dense,128,0.5,97552124
GauSei,Specialized,128,0.5,938810770
GauSei,SparseRAJA,128,0.5,16786935834
SpMV,Dense,128,0.5,96564996
SpMV,Specialized,128,0.5,44496067
SpMV,SparseRAJA,128,0.5,143440561
GauSei,Dense,128,0.5,97525607
GauSei,Specialized,128,0.5,938960860
GauSei,SparseRAJA,128,0.5,16792986949
SpMV,Dense,128,0.3,96529578
SpMV,Specialized,128,0.3,25097480
SpMV,SparseRAJA,128,0.3,86132576
GauSei,Dense,128,0.3,96928667
GauSei,Specialized,128,0.3,589552753
GauSei,SparseRAJA,128,0.3,3864210859
SpMV,Dense,128,0.3,96542941
SpMV,Specialized,128,0.3,25099443
SpMV,SparseRAJA,128,0.3,86225117
GauSei,Dense,128,0.3,96964773
GauSei,Specialized,128,0.3,589487365
GauSei,SparseRAJA,128,0.3,3864220842
SpMV,Dense,128,0.3,96550656
SpMV,Specialized,128,0.3,25108922
SpMV,SparseRAJA,128,0.3,86202263
GauSei,Dense,128,0.3,96931654
GauSei,Specialized,128,0.3,589622187
GauSei,SparseRAJA,128,0.3,3865459329
SpMV,Dense,128,0.3,96548804
SpMV,Specialized,128,0.3,25102566
SpMV,SparseRAJA,128,0.3,86120381
GauSei,Dense,128,0.3,96889032
GauSei,Specialized,128,0.3,589650205
GauSei,SparseRAJA,128,0.3,3864238975
SpMV,Dense,128,0.3,96553330
SpMV,Specialized,128,0.3,25097510
SpMV,SparseRAJA,128,0.3,86131205
GauSei,Dense,128,0.3,96912949
GauSei,Specialized,128,0.3,589807967
GauSei,SparseRAJA,128,0.3,3864829623
SpMV,Dense,128,0.1,96567111
SpMV,Specialized,128,0.1,5878858
SpMV,SparseRAJA,128,0.1,28493066
GauSei,Dense,128,0.1,96802512
GauSei,Specialized,128,0.1,223823766
GauSei,SparseRAJA,128,0.1,570482558
SpMV,Dense,128,0.1,96576892
SpMV,Specialized,128,0.1,5877469
SpMV,SparseRAJA,128,0.1,28491717
GauSei,Dense,128,0.1,96796895
GauSei,Specialized,128,0.1,223823736
GauSei,SparseRAJA,128,0.1,570881327
SpMV,Dense,128,0.1,96578662
SpMV,Specialized,128,0.1,5881426
SpMV,SparseRAJA,128,0.1,28488553
GauSei,Dense,128,0.1,96956004
GauSei,Specialized,128,0.1,223846775
GauSei,SparseRAJA,128,0.1,570917865
SpMV,Dense,128,0.1,96585349
SpMV,Specialized,128,0.1,5878960
SpMV,SparseRAJA,128,0.1,28487297
GauSei,Dense,128,0.1,96807790
GauSei,Specialized,128,0.1,223840599
GauSei,SparseRAJA,128,0.1,570407698
SpMV,Dense,128,0.1,96592591
SpMV,Specialized,128,0.1,5882495
SpMV,SparseRAJA,128,0.1,28492878
GauSei,Dense,128,0.1,96813719
GauSei,Specialized,128,0.1,223863619
GauSei,SparseRAJA,128,0.1,570438215
SpMV,Dense,128,0.05,96574725
SpMV,Specialized,128,0.05,2314578
SpMV,SparseRAJA,128,0.05,13959489
GauSei,Dense,128,0.05,96847001
GauSei,Specialized,128,0.05,124666713
GauSei,SparseRAJA,128,0.05,240425919
SpMV,Dense,128,0.05,96552079
SpMV,Specialized,128,0.05,2318548
SpMV,SparseRAJA,128,0.05,13897194
GauSei,Dense,128,0.05,96808837
GauSei,Specialized,128,0.05,124814029
GauSei,SparseRAJA,128,0.05,240417916
SpMV,Dense,128,0.05,96577369
SpMV,Specialized,128,0.05,2319669
SpMV,SparseRAJA,128,0.05,13922924
GauSei,Dense,128,0.05,96887379
GauSei,Specialized,128,0.05,124657911
GauSei,SparseRAJA,128,0.05,240444165
SpMV,Dense,128,0.05,96547993
SpMV,Specialized,128,0.05,2316167
SpMV,SparseRAJA,128,0.05,13904925
GauSei,Dense,128,0.05,96805466
GauSei,Specialized,128,0.05,124601464
GauSei,SparseRAJA,128,0.05,240432851
SpMV,Dense,128,0.05,96591045
SpMV,Specialized,128,0.05,2314632
SpMV,SparseRAJA,128,0.05,13903230
GauSei,Dense,128,0.05,96901971
GauSei,Specialized,128,0.05,124527408
GauSei,SparseRAJA,128,0.05,240426609
SpMV,Dense,128,0.025,96588839
SpMV,Specialized,128,0.025,950483
SpMV,SparseRAJA,128,0.025,5293385
GauSei,Dense,128,0.025,96816813
GauSei,Specialized,128,0.025,82324744
GauSei,SparseRAJA,128,0.025,144787267
SpMV,Dense,128,0.025,96587517
SpMV,Specialized,128,0.025,949499
SpMV,SparseRAJA,128,0.025,5290205
GauSei,Dense,128,0.025,96870356
GauSei,Specialized,128,0.025,82299139
GauSei,SparseRAJA,128,0.025,144699512
SpMV,Dense,128,0.025,96580336
SpMV,Specialized,128,0.025,949870
SpMV,SparseRAJA,128,0.025,5290314
GauSei,Dense,128,0.025,96804136
GauSei,Specialized,128,0.025,82301353
GauSei,SparseRAJA,128,0.025,144609019
SpMV,Dense,128,0.025,96584246
SpMV,Specialized,128,0.025,949630
SpMV,SparseRAJA,128,0.025,5290619
GauSei,Dense,128,0.025,96799278
GauSei,Specialized,128,0.025,82232467
GauSei,SparseRAJA,128,0.025,144501019
SpMV,Dense,128,0.025,96643899
SpMV,Specialized,128,0.025,949792
SpMV,SparseRAJA,128,0.025,5292277
GauSei,Dense,128,0.025,96817811
GauSei,Specialized,128,0.025,82394361
GauSei,SparseRAJA,128,0.025,144676467
SpMV,Dense,128,0.01,96536950
SpMV,Specialized,128,0.01,367083
SpMV,SparseRAJA,128,0.01,2262861
GauSei,Dense,128,0.01,96836051
GauSei,Specialized,128,0.01,45190025
GauSei,SparseRAJA,128,0.01,75216822
SpMV,Dense,128,0.01,96546396
SpMV,Specialized,128,0.01,364546
SpMV,SparseRAJA,128,0.01,2266381
GauSei,Dense,128,0.01,96835932
GauSei,Specialized,128,0.01,45180545
GauSei,SparseRAJA,128,0.01,75143454
SpMV,Dense,128,0.01,96538829
SpMV,Specialized,128,0.01,364975
SpMV,SparseRAJA,128,0.01,2263325
GauSei,Dense,128,0.01,96870189
GauSei,Specialized,128,0.01,45274663
GauSei,SparseRAJA,128,0.01,75271744
SpMV,Dense,128,0.01,96618204
SpMV,Specialized,128,0.01,364672
SpMV,SparseRAJA,128,0.01,2266067
GauSei,Dense,128,0.01,96821198
GauSei,Specialized,128,0.01,45147046
GauSei,SparseRAJA,128,0.01,75394690
SpMV,Dense,128,0.01,96538627
SpMV,Specialized,128,0.01,364261
SpMV,SparseRAJA,128,0.01,2262757
GauSei,Dense,128,0.01,96833842
GauSei,Specialized,128,0.01,45170482
GauSei,SparseRAJA,128,0.01,75434737
SpMV,Dense,128,0.001,96575555
SpMV,Specialized,128,0.001,41309
SpMV,SparseRAJA,128,0.001,257780
GauSei,Dense,128,0.001,96869994
GauSei,Specialized,128,0.001,5771821
GauSei,SparseRAJA,128,0.001,21771094
SpMV,Dense,128,0.001,96577838
SpMV,Specialized,128,0.001,41436
SpMV,SparseRAJA,128,0.001,257801
GauSei,Dense,128,0.001,96872626
GauSei,Specialized,128,0.001,5833962
GauSei,SparseRAJA,128,0.001,21725613
SpMV,Dense,128,0.001,96610276
SpMV,Specialized,128,0.001,41366
SpMV,SparseRAJA,128,0.001,257598
GauSei,Dense,128,0.001,96976329
GauSei,Specialized,128,0.001,5762951
GauSei,SparseRAJA,128,0.001,21737591
SpMV,Dense,128,0.001,96598512
SpMV,Specialized,128,0.001,41507
SpMV,SparseRAJA,128,0.001,257838
GauSei,Dense,128,0.001,96884427
GauSei,Specialized,128,0.001,5764035
GauSei,SparseRAJA,128,0.001,21761128
SpMV,Dense,128,0.001,96583067
SpMV,Specialized,128,0.001,41303
SpMV,SparseRAJA,128,0.001,257708
GauSei,Dense,128,0.001,96869273
GauSei,Specialized,128,0.001,5769322
GauSei,SparseRAJA,128,0.001,21727201
SpMV,Dense,192,0.5,218309961
SpMV,Specialized,192,0.5,102858016
SpMV,SparseRAJA,192,0.5,259531652
GauSei,Dense,192,0.5,219445935
GauSei,Specialized,192,0.5,3148731624
GauSei,SparseRAJA,192,0.5,68871304681
SpMV,Dense,192,0.5,218303087
SpMV,Specialized,192,0.5,102868606
SpMV,SparseRAJA,192,0.5,259559594
GauSei,Dense,192,0.5,219375770
GauSei,Specialized,192,0.5,3149179728
GauSei,SparseRAJA,192,0.5,68838123552
SpMV,Dense,192,0.5,218291293
SpMV,Specialized,192,0.5,102865915
SpMV,SparseRAJA,192,0.5,259523436
GauSei,Dense,192,0.5,219377439
GauSei,Specialized,192,0.5,3148938968
GauSei,SparseRAJA,192,0.5,68852364064
SpMV,Dense,192,0.5,218336290
SpMV,Specialized,192,0.5,102864030
SpMV,SparseRAJA,192,0.5,259493078
GauSei,Dense,192,0.5,219514161
GauSei,Specialized,192,0.5,3149160103
GauSei,SparseRAJA,192,0.5,68838200391
SpMV,Dense,192,0.5,218292876
SpMV,Specialized,192,0.5,102858455
SpMV,SparseRAJA,192,0.5,259456469
GauSei,Dense,192,0.5,219380102
GauSei,Specialized,192,0.5,3148660851
GauSei,SparseRAJA,192,0.5,68814610762
SpMV,Dense,192,0.3,218328211
SpMV,Specialized,192,0.3,59807380
SpMV,SparseRAJA,192,0.3,155252127
GauSei,Dense,192,0.3,219444656
GauSei,Specialized,192,0.3,1814272846
GauSei,SparseRAJA,192,0.3,19628104577
SpMV,Dense,192,0.3,218305875
SpMV,Specialized,192,0.3,59802491
SpMV,SparseRAJA,192,0.3,155254723
GauSei,Dense,192,0.3,219358424
GauSei,Specialized,192,0.3,1814370887
GauSei,SparseRAJA,192,0.3,19631443098
SpMV,Dense,192,0.3,218299699
SpMV,Specialized,192,0.3,59796484
SpMV,SparseRAJA,192,0.3,155343411
GauSei,Dense,192,0.3,219359095
GauSei,Specialized,192,0.3,1814391648
GauSei,SparseRAJA,192,0.3,19629179287
SpMV,Dense,192,0.3,218284763
SpMV,Specialized,192,0.3,59790259
SpMV,SparseRAJA,192,0.3,155338253
GauSei,Dense,192,0.3,219393884
GauSei,Specialized,192,0.3,1814182691
GauSei,SparseRAJA,192,0.3,19627580470
SpMV,Dense,192,0.3,218322826
SpMV,Specialized,192,0.3,59795957
SpMV,SparseRAJA,192,0.3,155241808
GauSei,Dense,192,0.3,219340691
GauSei,Specialized,192,0.3,1813788869
GauSei,SparseRAJA,192,0.3,19627529833
SpMV,Dense,192,0.1,218279846
SpMV,Specialized,192,0.1,15405285
SpMV,SparseRAJA,192,0.1,63945753
GauSei,Dense,192,0.1,219438262
GauSei,Specialized,192,0.1,659530009
GauSei,SparseRAJA,192,0.1,1938454084
SpMV,Dense,192,0.1,218279569
SpMV,Specialized,192,0.1,15395137
SpMV,SparseRAJA,192,0.1,63925140
GauSei,Dense,192,0.1,219473653
GauSei,Specialized,192,0.1,659569845
GauSei,SparseRAJA,192,0.1,1937882838
SpMV,Dense,192,0.1,218291932
SpMV,Specialized,192,0.1,15394632
SpMV,SparseRAJA,192,0.1,63914447
GauSei,Dense,192,0.1,219421285
GauSei,Specialized,192,0.1,659651544
GauSei,SparseRAJA,192,0.1,1937796789
SpMV,Dense,192,0.1,218401285
SpMV,Specialized,192,0.1,15401439
SpMV,SparseRAJA,192,0.1,63957971
GauSei,Dense,192,0.1,219640801
GauSei,Specialized,192,0.1,659764977
GauSei,SparseRAJA,192,0.1,1937906867
SpMV,Dense,192,0.1,218297511
SpMV,Specialized,192,0.1,15398056
SpMV,SparseRAJA,192,0.1,63908903
GauSei,Dense,192,0.1,219568028
GauSei,Specialized,192,0.1,659604234
GauSei,SparseRAJA,192,0.1,1938244138
SpMV,Dense,192,0.05,218400592
SpMV,Specialized,192,0.05,5893113
SpMV,SparseRAJA,192,0.05,31164526
GauSei,Dense,192,0.05,219447407
GauSei,Specialized,192,0.05,360396836
GauSei,SparseRAJA,192,0.05,732103463
SpMV,Dense,192,0.05,218411796
SpMV,Specialized,192,0.05,5896031
SpMV,SparseRAJA,192,0.05,31178710
GauSei,Dense,192,0.05,219613843
GauSei,Specialized,192,0.05,360363514
GauSei,SparseRAJA,192,0.05,732111532
SpMV,Dense,192,0.05,218515490
SpMV,Specialized,192,0.05,5894503
SpMV,SparseRAJA,192,0.05,31171794
GauSei,Dense,192,0.05,219424917
GauSei,Specialized,192,0.05,360339140
GauSei,SparseRAJA,192,0.05,732131473
SpMV,Dense,192,0.05,218449829
SpMV,Specialized,192,0.05,5892733
SpMV,SparseRAJA,192,0.05,31175023
GauSei,Dense,192,0.05,219417548
GauSei,Specialized,192,0.05,360421143
GauSei,SparseRAJA,192,0.05,732119345
SpMV,Dense,192,0.05,218433225
SpMV,Specialized,192,0.05,5899296
SpMV,SparseRAJA,192,0.05,31166198
GauSei,Dense,192,0.05,219434710
GauSei,Specialized,192,0.05,360235673
GauSei,SparseRAJA,192,0.05,732012294
SpMV,Dense,192,0.025,218349020
SpMV,Specialized,192,0.025,2404405
SpMV,SparseRAJA,192,0.025,15388916
GauSei,Dense,192,0.025,219329840
GauSei,Specialized,192,0.025,206336382
GauSei,SparseRAJA,192,0.025,394659026
SpMV,Dense,192,0.025,218422378
SpMV,Specialized,192,0.025,2405394
SpMV,SparseRAJA,192,0.025,15388578
GauSei,Dense,192,0.025,219360696
GauSei,Specialized,192,0.025,206176016
GauSei,SparseRAJA,192,0.025,394731165
SpMV,Dense,192,0.025,218479697
SpMV,Specialized,192,0.025,2406091
SpMV,SparseRAJA,192,0.025,15387604
GauSei,Dense,192,0.025,219347105
GauSei,Specialized,192,0.025,206289327
GauSei,SparseRAJA,192,0.025,394503381
SpMV,Dense,192,0.025,218456801
SpMV,Specialized,192,0.025,2405433
SpMV,SparseRAJA,192,0.025,15411853
GauSei,Dense,192,0.025,219358038
GauSei,Specialized,192,0.025,206236842
GauSei,SparseRAJA,192,0.025,394616588
SpMV,Dense,192,0.025,218411971
SpMV,Specialized,192,0.025,2403729
SpMV,SparseRAJA,192,0.025,15400168
GauSei,Dense,192,0.025,219443071
GauSei,Specialized,192,0.025,206144657
GauSei,SparseRAJA,192,0.025,396965089
SpMV,Dense,192,0.01,218361970
SpMV,Specialized,192,0.01,882728
SpMV,SparseRAJA,192,0.01,5301046
GauSei,Dense,192,0.01,219521684
GauSei,Specialized,192,0.01,102679504
GauSei,SparseRAJA,192,0.01,181643382
SpMV,Dense,192,0.01,218386613
SpMV,Specialized,192,0.01,882888
SpMV,SparseRAJA,192,0.01,5301599
GauSei,Dense,192,0.01,219446407
GauSei,Specialized,192,0.01,102448042
GauSei,SparseRAJA,192,0.01,181562855
SpMV,Dense,192,0.01,218487351
SpMV,Specialized,192,0.01,882642
SpMV,SparseRAJA,192,0.01,5299284
GauSei,Dense,192,0.01,219502968
GauSei,Specialized,192,0.01,102532931
GauSei,SparseRAJA,192,0.01,181619131
SpMV,Dense,192,0.01,218375087
SpMV,Specialized,192,0.01,883028
SpMV,SparseRAJA,192,0.01,5301573
GauSei,Dense,192,0.01,219467397
GauSei,Specialized,192,0.01,102603974
GauSei,SparseRAJA,192,0.01,181674916
SpMV,Dense,192,0.01,218363190
SpMV,Specialized,192,0.01,882438
SpMV,SparseRAJA,192,0.01,5298753
GauSei,Dense,192,0.01,219460473
GauSei,Specialized,192,0.01,102544435
GauSei,SparseRAJA,192,0.01,181713366
SpMV,Dense,192,0.001,218351378
SpMV,Specialized,192,0.001,117004
SpMV,SparseRAJA,192,0.001,654371
GauSei,Dense,192,0.001,219416088
GauSei,Specialized,192,0.001,8279600
GauSei,SparseRAJA,192,0.001,34785788
SpMV,Dense,192,0.001,218314790
SpMV,Specialized,192,0.001,117307
SpMV,SparseRAJA,192,0.001,654615
GauSei,Dense,192,0.001,219280549
GauSei,Specialized,192,0.001,8234529
GauSei,SparseRAJA,192,0.001,34857964
SpMV,Dense,192,0.001,218308281
SpMV,Specialized,192,0.001,116971
SpMV,SparseRAJA,192,0.001,654262
GauSei,Dense,192,0.001,219285974
GauSei,Specialized,192,0.001,8421906
GauSei,SparseRAJA,192,0.001,34840906
SpMV,Dense,192,0.001,218422541
SpMV,Specialized,192,0.001,116996
SpMV,SparseRAJA,192,0.001,657864
GauSei,Dense,192,0.001,219341361
GauSei,Specialized,192,0.001,8317939
GauSei,SparseRAJA,192,0.001,34919732
SpMV,Dense,192,0.001,218356794
SpMV,Specialized,192,0.001,117012
SpMV,SparseRAJA,192,0.001,654385
GauSei,Dense,192,0.001,219293972
GauSei,Specialized,192,0.001,8249595
GauSei,SparseRAJA,192,0.001,34768013
SpMV,Dense,212,0.5,266366555
SpMV,Specialized,212,0.5,126065777
SpMV,SparseRAJA,212,0.5,316950743
GauSei,Dense,212,0.5,267891437
GauSei,Specialized,212,0.5,4191662641
GauSei,SparseRAJA,212,0.5,118105530006
SpMV,Dense,212,0.5,266390848
SpMV,Specialized,212,0.5,126091048
SpMV,SparseRAJA,212,0.5,316806318
GauSei,Dense,212,0.5,267951530
GauSei,Specialized,212,0.5,4191920515
GauSei,SparseRAJA,212,0.5,118151658781
SpMV,Dense,212,0.5,266447574
SpMV,Specialized,212,0.5,163045035
SpMV,SparseRAJA,212,0.5,316980297
GauSei,Dense,212,0.5,267976045
GauSei,Specialized,212,0.5,4192252603
GauSei,SparseRAJA,212,0.5,118132917474
SpMV,Dense,212,0.5,266407885
SpMV,Specialized,212,0.5,158611853
SpMV,SparseRAJA,212,0.5,316966463
GauSei,Dense,212,0.5,268040706
GauSei,Specialized,212,0.5,4192157012
GauSei,SparseRAJA,212,0.5,118124597757
SpMV,Dense,212,0.5,266531155
SpMV,Specialized,212,0.5,126082743
SpMV,SparseRAJA,212,0.5,316785166
GauSei,Dense,212,0.5,267937624
GauSei,Specialized,212,0.5,4192375024
GauSei,SparseRAJA,212,0.5,118133738234
SpMV,Dense,212,0.3,266506977
SpMV,Specialized,212,0.3,73341457
SpMV,SparseRAJA,212,0.3,189669091
GauSei,Dense,212,0.3,267878487
GauSei,Specialized,212,0.3,2460953303
GauSei,SparseRAJA,212,0.3,29522439978
SpMV,Dense,212,0.3,266674301
SpMV,Specialized,212,0.3,73337373
SpMV,SparseRAJA,212,0.3,189622993
GauSei,Dense,212,0.3,268022217
GauSei,Specialized,212,0.3,2460886623
GauSei,SparseRAJA,212,0.3,29517156215
SpMV,Dense,212,0.3,266506617
SpMV,Specialized,212,0.3,73349433
SpMV,SparseRAJA,212,0.3,190661116
GauSei,Dense,212,0.3,267842042
