Benchmark, Variant, Size, Density, Time, Hit Rate
GauSei,Specialized,512,0.01,18167484,1.0
GauSei,SparseRAJA,512,0.01,49416349,1
GauSei,Specialized,512,0.4,613301856,1.0
GauSei,SparseRAJA,512,0.4,1163015584,1
GauSei,Specialized,512,0.2,303731430,1.0
GauSei,SparseRAJA,512,0.2,613097146,1
GauSei,Specialized,512,0.01,18187350,1.0
GauSei,SparseRAJA,512,0.01,49379700,1
GauSei,Specialized,512,0.3,458374227,1.0
GauSei,SparseRAJA,512,0.3,909779142,1
GauSei,Specialized,512,0.075,112767255,1.0
GauSei,SparseRAJA,512,0.075,238474683,1
GauSei,Specialized,512,0.01,18118253,1.0
GauSei,SparseRAJA,512,0.01,49431249,1
GauSei,Specialized,512,0.075,112880092,1.0
GauSei,SparseRAJA,512,0.075,238356501,1
GauSei,Specialized,512,0.075,112850732,1.0
GauSei,SparseRAJA,512,0.075,238364566,1
GauSei,Specialized,512,0.2,303754827,1.0
GauSei,SparseRAJA,512,0.2,613044285,1
GauSei,Specialized,512,0.075,112879218,1.0
GauSei,SparseRAJA,512,0.075,238430301,1
GauSei,Specialized,512,0.3,458391092,1.0
GauSei,SparseRAJA,512,0.3,910180698,1
GauSei,Specialized,512,0.5,766384441,1.0
GauSei,SparseRAJA,512,0.5,1495705129,1
GauSei,Specialized,512,0.075,112857532,1.0
GauSei,SparseRAJA,512,0.075,238454136,1
GauSei,Specialized,512,0.7,1078024152,1.0
GauSei,SparseRAJA,512,0.7,2022794229,1
GauSei,Specialized,512,0.4,613304520,1.0
GauSei,SparseRAJA,512,0.4,1163148576,1
GauSei,Specialized,512,0.2,303705548,1.0
GauSei,SparseRAJA,512,0.2,612906022,1
GauSei,Specialized,512,0.6,923364331,1.0
GauSei,SparseRAJA,512,0.6,1801731476,1
GauSei,Specialized,512,0.9,1384110686,1.0
GauSei,SparseRAJA,512,0.9,2688299409,1
GauSei,Specialized,512,0.2,303775518,1.0
GauSei,SparseRAJA,512,0.2,613048126,1
GauSei,Specialized,512,0.3,458400722,1.0
GauSei,SparseRAJA,512,0.3,909783809,1
GauSei,Specialized,512,0.8,1231307050,1.0
GauSei,SparseRAJA,512,0.8,2331141188,1
GauSei,Specialized,512,0.4,613231275,1.0
GauSei,SparseRAJA,512,0.4,1162906045,1
GauSei,Specialized,512,0.5,766396590,1.0
GauSei,SparseRAJA,512,0.5,1496125110,1
GauSei,Specialized,512,1,1538532364,1.0
GauSei,SparseRAJA,512,1,2959724568,1
GauSei,Specialized,512,0.3,458410144,1.0
GauSei,SparseRAJA,512,0.3,909767624,1
GauSei,Specialized,512,0.6,923344777,1.0
GauSei,SparseRAJA,512,0.6,1802343312,1
GauSei,Specialized,512,0.7,1078165102,1.0
GauSei,SparseRAJA,512,0.7,2023087819,1
GauSei,Specialized,512,0.5,766405658,1.0
GauSei,SparseRAJA,512,0.5,1495618157,1
GauSei,Specialized,512,0.8,1231318871,1.0
GauSei,SparseRAJA,512,0.8,2330909207,1
GauSei,Specialized,512,0.9,1384143462,1.0
GauSei,SparseRAJA,512,0.9,2689979494,1
GauSei,Specialized,512,0.6,923383233,1.0
GauSei,SparseRAJA,512,0.6,1802106664,1
GauSei,Specialized,512,0.7,1078206301,1.0
GauSei,SparseRAJA,512,0.7,2022946373,1
GauSei,Specialized,512,1,1538733070,1.0
GauSei,SparseRAJA,512,1,2958958537,1
GauSei,Specialized,512,0.8,1231289200,1.0
GauSei,SparseRAJA,512,0.8,2331001852,1
GauSei,Specialized,512,0.6,923388187,1.0
GauSei,SparseRAJA,512,0.6,1802273835,1
GauSei,Specialized,512,0.9,1384135042,1.0
GauSei,SparseRAJA,512,0.9,2689175476,1
GauSei,Specialized,512,0.6,923380390,1.0
GauSei,SparseRAJA,512,0.6,1801547313,1
GauSei,Specialized,512,1,1538719159,1.0
GauSei,SparseRAJA,512,1,2960387972,1
