Benchmark, Variant, Size, Density, Time, Hit Rate, DIAG
GauSei,Specialized,512,0.01,1484928804,0.011696,COO
GauSei,SparseRAJA,512,0.01,3374755429,0.633397,COO
GauSei,Specialized,512,0.01,444579983,0.00974663,CSR
GauSei,SparseRAJA,512,0.01,967158423,0.636218,CSR
GauSei,Specialized,512,0.01,17549050,1,DIAG
GauSei,SparseRAJA,512,0.01,56041306,1,DIAG
SpMV,Specialized,512,0.2,348693951,1,COO
SpMV,SparseRAJA,512,0.2,538266140,1,COO
SpMV,Specialized,512,1,1563798272,1,Dense
GauSei,Specialized,512,0.025,3112952602,0.00194933,COO
GauSei,SparseRAJA,512,0.025,8302305736,0.806493,COO
GauSei,Specialized,512,0.025,905933392,0.00194933,CSR
GauSei,SparseRAJA,512,0.025,2323108177,0.807654,CSR
GauSei,Specialized,512,0.025,38021809,1,DIAG
GauSei,SparseRAJA,512,0.025,101045870,1,DIAG
SpMV,Specialized,512,1,1563812634,1,Dense
GauSei,Specialized,512,0.075,8983219305,0.00194933,COO
GauSei,SparseRAJA,512,0.075,26227140456,0.926316,COO
GauSei,Specialized,512,0.075,2374170507,0.00194933,CSR
GauSei,SparseRAJA,512,0.075,6791005430,0.926528,CSR
GauSei,Specialized,512,0.075,114205091,1,DIAG
GauSei,SparseRAJA,512,0.075,240685944,1,DIAG
GauSei,Specialized,512,0.05,5905206971,0.00194933,COO
GauSei,SparseRAJA,512,0.05,16511183888,0.893579,COO
GauSei,Specialized,512,0.05,1638156749,0.00194933,CSR
GauSei,SparseRAJA,512,0.05,4499061786,0.893107,CSR
GauSei,Specialized,512,0.05,75534582,1,DIAG
GauSei,SparseRAJA,512,0.05,180237579,1,DIAG
GauSei,Specialized,512,0.025,3111548791,0.00194933,COO
GauSei,SparseRAJA,512,0.025,8302696504,0.806493,COO
GauSei,Specialized,512,0.025,905916031,0.00194933,CSR
GauSei,SparseRAJA,512,0.025,2326573417,0.807654,CSR
GauSei,Specialized,512,0.025,38028602,1,DIAG
GauSei,SparseRAJA,512,0.025,99072424,1,DIAG
GauSei,Specialized,512,0.1,11506666929,0.00194933,COO
GauSei,SparseRAJA,512,0.1,34490774262,0.943888,COO
GauSei,Specialized,512,0.1,3141979151,0.00194933,CSR
GauSei,SparseRAJA,512,0.1,9650554839,0.94378,CSR
GauSei,Specialized,512,0.1,152571736,1,DIAG
GauSei,SparseRAJA,512,0.1,307437105,1,DIAG
GauSei,Specialized,512,0.025,3111951007,0.00194933,COO
GauSei,SparseRAJA,512,0.025,8301959041,0.806493,COO
GauSei,Specialized,512,0.025,906110725,0.00194933,CSR
GauSei,SparseRAJA,512,0.025,2322894175,0.807654,CSR
GauSei,Specialized,512,0.025,38032524,1,DIAG
GauSei,SparseRAJA,512,0.025,101154945,1,DIAG
GauSei,Specialized,512,0.05,5905291222,0.00194933,COO
GauSei,SparseRAJA,512,0.05,16512716691,0.893579,COO
GauSei,Specialized,512,0.05,1639216577,0.00194933,CSR
GauSei,SparseRAJA,512,0.05,4499044246,0.893107,CSR
GauSei,Specialized,512,0.05,75473626,1,DIAG
GauSei,SparseRAJA,512,0.05,179044127,1,DIAG
GauSei,Specialized,512,0.075,8983874354,0.00194933,COO
GauSei,SparseRAJA,512,0.075,26227761917,0.926316,COO
GauSei,Specialized,512,0.075,2374123235,0.00194933,CSR
GauSei,SparseRAJA,512,0.075,6791399623,0.926528,CSR
GauSei,Specialized,512,0.075,114206216,1,DIAG
GauSei,SparseRAJA,512,0.075,237867646,1,DIAG
GauSei,Specialized,512,1,1551024986,1,Dense
GauSei,Specialized,512,1,1562384449,1,Dense
GauSei,Specialized,512,1,1562516637,1,Dense
GauSei,Specialized,512,0.05,5905913540,0.00194933,COO
GauSei,SparseRAJA,512,0.05,16515005157,0.893579,COO
GauSei,Specialized,512,0.05,1638496890,0.00194933,CSR
GauSei,SparseRAJA,512,0.05,4500035983,0.893107,CSR
GauSei,Specialized,512,0.05,75484156,1,DIAG
GauSei,SparseRAJA,512,0.05,167722588,1,DIAG
GauSei,Specialized,512,0.2,23098862323,0.00194933,COO
GauSei,SparseRAJA,512,0.2,68147316695,0.971382,COO
GauSei,Specialized,512,0.2,6458347184,0.00194933,CSR
GauSei,SparseRAJA,512,0.2,18496682768,0.971277,CSR
GauSei,Specialized,512,0.2,305597543,1,DIAG
GauSei,SparseRAJA,512,0.2,580413389,1,DIAG
GauSei,Specialized,512,0.1,11506886906,0.00194933,COO
GauSei,SparseRAJA,512,0.1,34493562834,0.943888,COO
GauSei,Specialized,512,0.1,3141999138,0.00194933,CSR
GauSei,SparseRAJA,512,0.1,9650190500,0.94378,CSR
GauSei,Specialized,512,0.1,152565898,1,DIAG
GauSei,SparseRAJA,512,0.1,312888802,1,DIAG
GauSei,Specialized,512,0.075,8981208121,0.00194933,COO
GauSei,SparseRAJA,512,0.075,26225659152,0.926316,COO
GauSei,Specialized,512,0.075,2373793462,0.00194933,CSR
GauSei,SparseRAJA,512,0.075,6793380732,0.926528,CSR
GauSei,Specialized,512,0.075,114200759,1,DIAG
GauSei,SparseRAJA,512,0.075,234024894,1,DIAG
GauSei,Specialized,512,0.05,5906530159,0.00194933,COO
GauSei,SparseRAJA,512,0.05,16514895713,0.893579,COO
GauSei,Specialized,512,0.05,1638201116,0.00194933,CSR
GauSei,SparseRAJA,512,0.05,4499758426,0.893107,CSR
GauSei,Specialized,512,0.05,75478225,1,DIAG
GauSei,SparseRAJA,512,0.05,167124430,1,DIAG
GauSei,Specialized,512,0.3,34064732186,0.00194933,COO
GauSei,SparseRAJA,512,0.3,101370272404,0.980735,COO
GauSei,Specialized,512,0.3,9380328496,0.00194933,CSR
GauSei,SparseRAJA,512,0.3,27021124445,0.980763,CSR
GauSei,Specialized,512,0.3,460025157,1,DIAG
GauSei,SparseRAJA,512,0.3,859766236,1,DIAG
GauSei,Specialized,512,1,1551062963,1,Dense
GauSei,Specialized,512,1,1562029936,1,Dense
GauSei,Specialized,512,1,1562528968,1,Dense
GauSei,Specialized,512,0.1,11508827013,0.00194933,COO
GauSei,SparseRAJA,512,0.1,34495823217,0.943888,COO
GauSei,Specialized,512,0.1,3141773195,0.00194933,CSR
GauSei,SparseRAJA,512,0.1,9651170412,0.94378,CSR
GauSei,Specialized,512,0.1,152563077,1,DIAG
GauSei,SparseRAJA,512,0.1,306023676,1,DIAG
GauSei,Specialized,512,0.075,8984979567,0.00194933,COO
GauSei,SparseRAJA,512,0.075,26226414302,0.926316,COO
GauSei,Specialized,512,0.075,2374991543,0.00194933,CSR
GauSei,SparseRAJA,512,0.075,6793551763,0.926528,CSR
GauSei,Specialized,512,0.075,114214690,1,DIAG
GauSei,SparseRAJA,512,0.075,234091846,1,DIAG
GauSei,Specialized,512,0.075,8984718462,0.00194933,COO
GauSei,SparseRAJA,512,0.075,26224852707,0.926316,COO
GauSei,Specialized,512,0.075,2374164033,0.00194933,CSR
GauSei,SparseRAJA,512,0.075,6792040415,0.926528,CSR
GauSei,Specialized,512,0.075,114219369,1,DIAG
GauSei,SparseRAJA,512,0.075,233787065,1,DIAG
GauSei,Specialized,512,0.4,45086709187,0.00194933,COO
GauSei,SparseRAJA,512,0.4,134475694778,0.985501,COO
GauSei,Specialized,512,0.4,12359384493,0.00194933,CSR
GauSei,SparseRAJA,512,0.4,35887526360,0.98547,CSR
GauSei,Specialized,512,0.4,614650868,1,DIAG
GauSei,SparseRAJA,512,0.4,1131777875,1,DIAG
GauSei,Specialized,512,0.2,23099737779,0.00194933,COO
GauSei,SparseRAJA,512,0.2,68144017985,0.971382,COO
GauSei,Specialized,512,0.2,6457370544,0.00194933,CSR
GauSei,SparseRAJA,512,0.2,18498501620,0.971277,CSR
GauSei,Specialized,512,0.2,305565857,1,DIAG
GauSei,SparseRAJA,512,0.2,590331885,1,DIAG
GauSei,Specialized,512,0.1,11508553581,0.00194933,COO
GauSei,SparseRAJA,512,0.1,34494851837,0.943888,COO
GauSei,Specialized,512,0.1,3141957961,0.00194933,CSR
GauSei,SparseRAJA,512,0.1,9653758509,0.94378,CSR
GauSei,Specialized,512,0.1,152555879,1,DIAG
GauSei,SparseRAJA,512,0.1,311860888,1,DIAG
GauSei,Specialized,512,1,1551090149,1,Dense
GauSei,Specialized,512,1,1562001626,1,Dense
GauSei,Specialized,512,1,1562381250,1,Dense
GauSei,Specialized,512,0.5,56819268468,0.00194933,COO
GauSei,SparseRAJA,512,0.5,168023015961,0.988367,COO
GauSei,Specialized,512,0.5,15257735907,0.00194933,CSR
GauSei,SparseRAJA,512,0.5,44511497577,0.988328,CSR
