Benchmark, Variant, Size, Density, Time, Hit Rate
GauSei,Specialized,256,0.6,8623941259,1.0
GauSei,SparseRAJA,256,0.6,25990977591,0.980607
GauSei,Specialized,256,0.3,4505721398,1.0
GauSei,SparseRAJA,256,0.3,13040235017,0.962012
GauSei,Specialized,256,0.7,10196483650,1.0
GauSei,SparseRAJA,256,0.7,30286752238,0.98337
GauSei,Specialized,256,0.5,7252712058,1.0
GauSei,SparseRAJA,256,0.5,21793393134,0.976793
GauSei,Specialized,256,0.3,4505311764,1.0
GauSei,SparseRAJA,256,0.3,13041601084,0.962012
GauSei,Specialized,256,0.8,11556125298,1.0
GauSei,SparseRAJA,256,0.8,34363556562,0.985417
GauSei,Specialized,256,0.4,5933736781,1.0
GauSei,SparseRAJA,256,0.4,17344203577,0.971449
GauSei,Specialized,256,0.9,12998730153,1.0
GauSei,SparseRAJA,256,0.9,37995209296,0.987074
GauSei,Specialized,256,0.6,8626607485,1.0
GauSei,SparseRAJA,256,0.6,25991949922,0.980607
GauSei,Specialized,256,0.4,5935042320,1.0
GauSei,SparseRAJA,256,0.4,17349128510,0.971449
GauSei,Specialized,256,0.5,7255411374,1.0
GauSei,SparseRAJA,256,0.5,21799556226,0.976793
GauSei,Specialized,256,1,14393098207,1.0
GauSei,SparseRAJA,256,1,42901478783,0.988327
GauSei,Specialized,256,0.7,10187175548,1.0
GauSei,SparseRAJA,256,0.7,30280361565,0.98337
GauSei,Specialized,256,0.8,11560390758,1.0
GauSei,SparseRAJA,256,0.8,34379461112,0.985417
GauSei,Specialized,256,0.6,8627673833,1.0
GauSei,SparseRAJA,256,0.6,25995788213,0.980607
GauSei,Specialized,256,0.5,7255739985,1.0
GauSei,SparseRAJA,256,0.5,21788301086,0.976793
GauSei,Specialized,256,0.9,12992526839,1.0
GauSei,SparseRAJA,256,0.9,37997717719,0.987074
GauSei,Specialized,256,0.7,10200155977,1.0
GauSei,SparseRAJA,256,0.7,30282598162,0.98337
GauSei,Specialized,256,1,14389838279,1.0
GauSei,SparseRAJA,256,1,42904979856,0.988327
GauSei,Specialized,256,0.6,8625633529,1.0
GauSei,SparseRAJA,256,0.6,25996142255,0.980607
GauSei,Specialized,256,0.8,11564800223,1.0
GauSei,SparseRAJA,256,0.8,34396256752,0.985417
GauSei,Specialized,256,0.7,10197072446,1.0
GauSei,SparseRAJA,256,0.7,30286568284,0.98337
GauSei,Specialized,256,0.9,12998278402,1.0
GauSei,SparseRAJA,256,0.9,37992981110,0.987074
GauSei,Specialized,256,0.8,11565234725,1.0
GauSei,SparseRAJA,256,0.8,34382905740,0.985417
GauSei,Specialized,256,1,14375168441,1.0
GauSei,SparseRAJA,256,1,42882040722,0.988327
GauSei,Specialized,256,0.9,12993949602,1.0
GauSei,SparseRAJA,256,0.9,37990742312,0.987074
GauSei,Specialized,256,1,14392206626,1.0
GauSei,SparseRAJA,256,1,42907000430,0.988327
