Benchmark, Variant, Size, Density, Time, Hit Rate
GauSei,SparseRAJA,192,0.5,145603803269,0.481631
GauSei,Specialized,2048,0.001,9643079935,1.0
GauSei,SparseRAJA,2048,0.001,19748190943,0.402966
GauSei,Specialized,128,0.5,941771710,1.0
GauSei,SparseRAJA,128,0.5,29471849646,0.502583
GauSei,Specialized,128,0.3,595615127,1.0
GauSei,SparseRAJA,128,0.3,11672323696,0.474728
GauSei,Specialized,128,0.3,595611999,1.0
GauSei,SparseRAJA,128,0.3,11672099253,0.474728
GauSei,Specialized,2048,0.001,9647404259,1.0
GauSei,SparseRAJA,2048,0.001,19753436784,0.402966
GauSei,Specialized,128,0.3,595669960,1.0
GauSei,SparseRAJA,128,0.3,11673593884,0.474728
GauSei,Specialized,128,0.3,595697598,1.0
GauSei,SparseRAJA,128,0.3,11673488670,0.474728
GauSei,Specialized,2048,0.001,9644507730,1.0
GauSei,SparseRAJA,2048,0.001,19750983347,0.402966
GauSei,Specialized,128,0.3,595830022,1.0
GauSei,SparseRAJA,128,0.3,11677546015,0.474728
GauSei,Specialized,128,0.1,241775225,1.0
GauSei,SparseRAJA,128,0.1,1772250251,0.406858
GauSei,Specialized,128,0.1,241726919,1.0
GauSei,SparseRAJA,128,0.1,1774911574,0.406858
GauSei,Specialized,128,0.1,241798011,1.0
GauSei,SparseRAJA,128,0.1,1773788771,0.406858
GauSei,Specialized,128,0.1,241720976,1.0
GauSei,SparseRAJA,128,0.1,1772581431,0.406858
GauSei,Specialized,1024,0.01,9773604630,1.0
GauSei,SparseRAJA,1024,0.01,66894470874,0.400925
GauSei,Specialized,128,0.1,241715702,1.0
GauSei,SparseRAJA,128,0.1,1773722125,0.406858
GauSei,Specialized,128,0.05,150425538,1.0
GauSei,SparseRAJA,128,0.05,613407735,0.375673
GauSei,Specialized,128,0.05,150394149,1.0
GauSei,SparseRAJA,128,0.05,613849154,0.375673
GauSei,Specialized,128,0.05,150376855,1.0
GauSei,SparseRAJA,128,0.05,613471202,0.375673
GauSei,Specialized,128,0.05,150461379,1.0
GauSei,SparseRAJA,128,0.05,615717264,0.375673
GauSei,Specialized,128,0.05,150403060,1.0
GauSei,SparseRAJA,128,0.05,613582122,0.375673
GauSei,Specialized,128,0.025,97889110,1.0
GauSei,SparseRAJA,128,0.025,224317630,0.387352
GauSei,Specialized,128,0.025,97678621,1.0
GauSei,SparseRAJA,128,0.025,224780302,0.387352
GauSei,Specialized,128,0.025,97908981,1.0
GauSei,SparseRAJA,128,0.025,224088540,0.387352
GauSei,Specialized,128,0.025,97700088,1.0
GauSei,SparseRAJA,128,0.025,225810463,0.387352
GauSei,Specialized,212,0.5,4229570773,1.0
GauSei,SparseRAJA,212,0.5,217873069051,0.48529
GauSei,Specialized,128,0.025,97884009,1.0
GauSei,SparseRAJA,128,0.025,224023544,0.387352
GauSei,Specialized,128,0.01,59237263,1.0
GauSei,SparseRAJA,128,0.01,101634932,0.395833
GauSei,Specialized,128,0.01,59161217,1.0
GauSei,SparseRAJA,128,0.01,101427064,0.395833
GauSei,Specialized,128,0.01,59172966,1.0
GauSei,SparseRAJA,128,0.01,99735723,0.395833
GauSei,Specialized,128,0.01,59202670,1.0
GauSei,SparseRAJA,128,0.01,99836155,0.395833
GauSei,Specialized,128,0.01,59274937,1.0
GauSei,SparseRAJA,128,0.01,99836643,0.395833
GauSei,Specialized,1024,0.005,5466986933,1.0
GauSei,SparseRAJA,1024,0.005,20781719804,0.367963
GauSei,Specialized,2048,0.001,9643828799,1.0
GauSei,SparseRAJA,2048,0.001,19750441880,0.402966
GauSei,Specialized,1024,0.005,5468445091,1.0
GauSei,SparseRAJA,1024,0.005,20786326267,0.367963
GauSei,Specialized,2048,0.001,9644917109,1.0
GauSei,SparseRAJA,2048,0.001,19747414092,0.402966
GauSei,Specialized,1024,0.005,5468108543,1.0
GauSei,SparseRAJA,1024,0.005,20784830128,0.367963
GauSei,Specialized,192,0.5,3172564927,1.0
GauSei,SparseRAJA,192,0.5,145649320146,0.481631
GauSei,Specialized,1024,0.01,9776197638,1.0
GauSei,SparseRAJA,1024,0.01,66920796177,0.400925
GauSei,Specialized,1024,0.005,5467801661,1.0
GauSei,SparseRAJA,1024,0.005,20785417309,0.367963
GauSei,Specialized,1024,0.005,5467530233,1.0
GauSei,SparseRAJA,1024,0.005,20792801367,0.367963
GauSei,Specialized,1024,0.01,9774412786,1.0
GauSei,SparseRAJA,1024,0.01,66887363886,0.400925
GauSei,Specialized,192,0.5,3173223955,1.0
GauSei,SparseRAJA,192,0.5,145641497693,0.481631
GauSei,Specialized,212,0.5,4230105885,1.0
GauSei,SparseRAJA,212,0.5,217868959694,0.48529
GauSei,Specialized,1024,0.01,9773993153,1.0
GauSei,SparseRAJA,1024,0.01,66883762537,0.400925
GauSei,Specialized,256,0.5,7242766242,1.0
GauSei,SparseRAJA,256,0.5,466220803838,0.488655
GauSei,Specialized,1024,0.01,9777047645,1.0
GauSei,SparseRAJA,1024,0.01,66888875606,0.400925
GauSei,Specialized,192,0.5,3172585419,1.0
GauSei,SparseRAJA,192,0.5,145610076265,0.481631
GauSei,Specialized,2048,0.005,40074267046,1.0
GauSei,SparseRAJA,2048,0.005,262593058841,0.39362
GauSei,Specialized,212,0.5,4230172874,1.0
GauSei,SparseRAJA,212,0.5,217871240047,0.48529
GauSei,Specialized,192,0.5,3172352586,1.0
GauSei,SparseRAJA,192,0.5,145636264154,0.481631
GauSei,Specialized,192,0.3,1871218062,1.0
GauSei,SparseRAJA,192,0.3,54669025704,0.483689
GauSei,Specialized,192,0.3,1871128986,1.0
GauSei,SparseRAJA,192,0.3,54687627809,0.483689
GauSei,Specialized,212,0.5,4230247368,1.0
GauSei,SparseRAJA,212,0.5,217871399732,0.48529
GauSei,Specialized,192,0.3,1871841416,1.0
GauSei,SparseRAJA,192,0.3,54672088404,0.483689
GauSei,Specialized,2048,0.005,40076688385,1.0
GauSei,SparseRAJA,2048,0.005,262609400168,0.39362
GauSei,Specialized,256,0.5,7245094165,1.0
GauSei,SparseRAJA,256,0.5,466218536561,0.488655
GauSei,Specialized,192,0.3,1871182107,1.0
GauSei,SparseRAJA,192,0.3,54687229175,0.483689
GauSei,Specialized,192,0.3,1871279984,1.0
GauSei,SparseRAJA,192,0.3,54667415015,0.483689
GauSei,Specialized,192,0.1,690224799,1.0
GauSei,SparseRAJA,192,0.1,7114279706,0.456177
GauSei,Specialized,192,0.1,690177157,1.0
GauSei,SparseRAJA,192,0.1,7112462581,0.456177
GauSei,Specialized,192,0.1,690029041,1.0
GauSei,SparseRAJA,192,0.1,7114425073,0.456177
GauSei,Specialized,192,0.1,689971504,1.0
GauSei,SparseRAJA,192,0.1,7114745049,0.456177
GauSei,Specialized,192,0.1,690110716,1.0
GauSei,SparseRAJA,192,0.1,7114072060,0.456177
GauSei,Specialized,192,0.05,394338421,1.0
GauSei,SparseRAJA,192,0.05,2188503096,0.419909
GauSei,Specialized,192,0.05,394455885,1.0
GauSei,SparseRAJA,192,0.05,2188560117,0.419909
GauSei,Specialized,192,0.05,394344068,1.0
GauSei,SparseRAJA,192,0.05,2188569752,0.419909
GauSei,Specialized,192,0.05,394456371,1.0
GauSei,SparseRAJA,192,0.05,2190724705,0.419909
GauSei,Specialized,192,0.05,394634723,1.0
GauSei,SparseRAJA,192,0.05,2188088305,0.419909
GauSei,Specialized,192,0.025,241801286,1.0
GauSei,SparseRAJA,192,0.025,818681886,0.346082
GauSei,Specialized,192,0.025,241618538,1.0
GauSei,SparseRAJA,192,0.025,818576518,0.346082
GauSei,Specialized,192,0.025,241577842,1.0
GauSei,SparseRAJA,192,0.025,819085211,0.346082
GauSei,Specialized,192,0.025,242100438,1.0
GauSei,SparseRAJA,192,0.025,819617458,0.346082
GauSei,Specialized,192,0.025,241576185,1.0
GauSei,SparseRAJA,192,0.025,819217162,0.346082
GauSei,Specialized,192,0.01,140944352,1.0
GauSei,SparseRAJA,192,0.01,250769967,0.44386
GauSei,Specialized,192,0.01,141287707,1.0
GauSei,SparseRAJA,192,0.01,250767044,0.44386
GauSei,Specialized,192,0.01,141426299,1.0
GauSei,SparseRAJA,192,0.01,253714172,0.44386
GauSei,Specialized,192,0.01,141304825,1.0
GauSei,SparseRAJA,192,0.01,250830600,0.44386
GauSei,Specialized,192,0.01,141387484,1.0
GauSei,SparseRAJA,192,0.01,250742677,0.44386
GauSei,Specialized,212,0.5,4230383408,1.0
GauSei,SparseRAJA,212,0.5,217871406558,0.48529
GauSei,Specialized,2048,0.01,76210466893,1.0
GauSei,SparseRAJA,2048,0.01,894905961663,0.447391
GauSei,Specialized,212,0.3,2537031089,1.0
GauSei,SparseRAJA,212,0.3,82257679455,0.47508
GauSei,Specialized,2048,0.005,40071955772,1.0
GauSei,SparseRAJA,2048,0.005,262484379285,0.39362
