Benchmark, Variant, Size, Density, Time, Hit Rate, DIAG
GauSei,Specialized,1024,0.01,80595117,1,DIAG
GauSei,SparseRAJA,1024,0.01,151520146,0.999913,DIAG
GauSei,Specialized,1024,0.001,1481880367,0.361952,COO
GauSei,SparseRAJA,1024,0.001,2272325803,0.526087,COO
GauSei,Specialized,1024,0.001,355036632,0.354492,CSR
GauSei,SparseRAJA,1024,0.001,550632892,0.481178,CSR
GauSei,Specialized,1024,0.001,16509707,1,DIAG
GauSei,SparseRAJA,1024,0.001,38070750,0.999517,DIAG
SpMV,Specialized,1024,0.08,220101175,1,COO
SpMV,SparseRAJA,1024,0.08,662850089,1,COO
GauSei,Specialized,1024,0.02,32734440938,0.000975612,COO
GauSei,SparseRAJA,1024,0.02,92743112441,0.869492,COO
GauSei,Specialized,1024,0.02,9417782635,0.000976562,CSR
GauSei,SparseRAJA,1024,0.02,29272927656,0.86987,CSR
GauSei,Specialized,1024,0.02,135686834,1,DIAG
GauSei,SparseRAJA,1024,0.02,259745586,0.999955,DIAG
GauSei,Specialized,1024,0.001,1498692065,0.361952,COO
GauSei,SparseRAJA,1024,0.001,2276363534,0.526087,COO
GauSei,Specialized,1024,0.001,355063561,0.354492,CSR
GauSei,SparseRAJA,1024,0.001,550227914,0.481178,CSR
GauSei,Specialized,1024,0.001,16303420,1,DIAG
GauSei,SparseRAJA,1024,0.001,37880565,0.999517,DIAG
GauSei,Specialized,1024,0.003,4205066083,0.0429269,COO
GauSei,SparseRAJA,1024,0.003,8134259538,0.5503,COO
GauSei,Specialized,1024,0.003,1357774717,0.0439453,CSR
GauSei,SparseRAJA,1024,0.003,2652637552,0.528451,CSR
GauSei,Specialized,1024,0.003,34364222,1,DIAG
GauSei,SparseRAJA,1024,0.003,65684060,0.99976,DIAG
SpMV,Specialized,1024,0.004,7957596,1,COO
SpMV,SparseRAJA,1024,0.004,43994003,1,COO
GauSei,Specialized,1024,0.01,14739282757,0.00195122,COO
GauSei,SparseRAJA,1024,0.01,42946017547,0.767913,COO
GauSei,Specialized,1024,0.01,4041286057,0.000976562,CSR
GauSei,SparseRAJA,1024,0.01,10935564392,0.769927,CSR
GauSei,Specialized,1024,0.01,80513251,1,DIAG
GauSei,SparseRAJA,1024,0.01,151747130,0.999913,DIAG
GauSei,Specialized,1024,0.003,4201040841,0.0429269,COO
GauSei,SparseRAJA,1024,0.003,8101413510,0.5503,COO
GauSei,Specialized,1024,0.003,1348772874,0.0439453,CSR
GauSei,SparseRAJA,1024,0.003,2645360438,0.528451,CSR
GauSei,Specialized,1024,0.003,34523400,1,DIAG
GauSei,SparseRAJA,1024,0.003,65888026,0.99976,DIAG
SpMV,Specialized,1024,0.004,7634610,1,COO
SpMV,SparseRAJA,1024,0.004,44335282,1,COO
GauSei,Specialized,1024,0.002,2951941714,0.125854,COO
GauSei,SparseRAJA,1024,0.002,5035477632,0.513635,COO
GauSei,Specialized,1024,0.002,963991797,0.133789,CSR
GauSei,SparseRAJA,1024,0.002,1637756906,0.498076,CSR
GauSei,Specialized,1024,0.002,25006464,1,DIAG
GauSei,SparseRAJA,1024,0.002,52645410,0.99968,DIAG
SpMV,Specialized,1024,0.004,9036924,1,COO
SpMV,SparseRAJA,1024,0.004,45250986,1,COO
GauSei,Specialized,1024,0.003,4275589777,0.0429269,COO
GauSei,SparseRAJA,1024,0.003,8101962865,0.5503,COO
GauSei,Specialized,1024,0.003,1342642612,0.0439453,CSR
GauSei,SparseRAJA,1024,0.003,2651591649,0.528451,CSR
GauSei,Specialized,1024,0.003,34506727,1,DIAG
GauSei,SparseRAJA,1024,0.003,66774403,0.99976,DIAG
GauSei,Specialized,1024,0.002,2947552722,0.125854,COO
GauSei,SparseRAJA,1024,0.002,5035798757,0.513635,COO
GauSei,Specialized,1024,0.002,946864136,0.133789,CSR
GauSei,SparseRAJA,1024,0.002,1633871042,0.498076,CSR
GauSei,Specialized,1024,0.002,25285470,1,DIAG
GauSei,SparseRAJA,1024,0.002,52933534,0.99968,DIAG
SpMV,Specialized,1024,0.004,8695213,1,COO
SpMV,SparseRAJA,1024,0.004,44706891,1,COO
GauSei,Specialized,1024,0.004,5590311591,0.0156098,COO
GauSei,SparseRAJA,1024,0.004,11716757272,0.59743,COO
GauSei,Specialized,1024,0.004,1779294264,0.0205078,CSR
GauSei,SparseRAJA,1024,0.004,3786922420,0.589803,CSR
GauSei,Specialized,1024,0.004,42577626,1,DIAG
GauSei,SparseRAJA,1024,0.004,78185091,0.999808,DIAG
GauSei,Specialized,1024,0.003,4225385450,0.0429269,COO
GauSei,SparseRAJA,1024,0.003,8136042428,0.5503,COO
GauSei,Specialized,1024,0.003,1341092950,0.0439453,CSR
GauSei,SparseRAJA,1024,0.003,2646531239,0.528451,CSR
GauSei,Specialized,1024,0.003,34632101,1,DIAG
GauSei,SparseRAJA,1024,0.003,65886888,0.99976,DIAG
SpMV,Specialized,1024,0.004,8005664,1,COO
SpMV,SparseRAJA,1024,0.004,44584433,1,COO
GauSei,Specialized,1024,0.002,3005554551,0.125854,COO
GauSei,SparseRAJA,1024,0.002,5063802590,0.513635,COO
GauSei,Specialized,1024,0.002,948435112,0.133789,CSR
GauSei,SparseRAJA,1024,0.002,1633498758,0.498076,CSR
GauSei,Specialized,1024,0.002,25047078,1,DIAG
GauSei,SparseRAJA,1024,0.002,52941299,0.99968,DIAG
GauSei,Specialized,1024,0.02,32243691471,0.000975612,COO
GauSei,SparseRAJA,1024,0.02,92016078025,0.869492,COO
GauSei,Specialized,1024,0.02,9923444749,0.000976562,CSR
GauSei,SparseRAJA,1024,0.02,29885583417,0.86987,CSR
GauSei,Specialized,1024,0.02,134398084,1,DIAG
GauSei,SparseRAJA,1024,0.02,261405200,0.999955,DIAG
GauSei,Specialized,1024,0.004,5669351301,0.0156098,COO
