Benchmark, Variant, Size, Density, Time, Hit Rate
SpMV,Specialized,256,0.075,20180946,1.0
SpMV,SparseRAJA,256,0.075,63016245,1
GauSei,Specialized,256,0.7,10210952243,1.0
GauSei,SparseRAJA,256,0.7,574471746,1
SpMV,Specialized,256,0.075,20177484,1.0
SpMV,SparseRAJA,256,0.075,63011921,1
SpMV,Specialized,256,0.075,20178770,1.0
SpMV,SparseRAJA,256,0.075,63038995,1
SpMV,Specialized,256,0.075,20180468,1.0
SpMV,SparseRAJA,256,0.075,63117870,1
GauSei,Specialized,256,0.2,2878976496,1.0
GauSei,SparseRAJA,256,0.2,164056764,1
GauSei,Specialized,256,0.075,1170681093,1.0
GauSei,SparseRAJA,256,0.075,70579547,1
GauSei,Specialized,256,0.1,1521807205,1.0
GauSei,SparseRAJA,256,0.1,88818354,1
GauSei,Specialized,256,0.3,4493235740,1.0
GauSei,SparseRAJA,256,0.3,252517358,1
GauSei,Specialized,256,0.075,1170847441,1.0
GauSei,SparseRAJA,256,0.075,70639175,1
SpMV,Specialized,256,0.025,4577475,1.0
SpMV,SparseRAJA,256,0.025,21439569,1
SpMV,Specialized,256,0.025,4586823,1.0
SpMV,SparseRAJA,256,0.025,21449760,1
SpMV,Specialized,256,0.025,4576542,1.0
SpMV,SparseRAJA,256,0.025,21451141,1
SpMV,Specialized,256,0.025,4576079,1.0
SpMV,SparseRAJA,256,0.025,21443824,1
SpMV,Specialized,256,0.025,4575951,1.0
SpMV,SparseRAJA,256,0.025,21442739,1
SpMV,Specialized,256,0.01,1564046,1.0
SpMV,SparseRAJA,256,0.01,9957118,1
SpMV,Specialized,256,0.01,1564935,1.0
SpMV,SparseRAJA,256,0.01,9959840,1
GauSei,Specialized,256,0.1,1521971936,1.0
GauSei,SparseRAJA,256,0.1,87483265,1
SpMV,Specialized,256,0.01,1563136,1.0
SpMV,SparseRAJA,256,0.01,9951472,1
SpMV,Specialized,256,0.01,1563737,1.0
SpMV,SparseRAJA,256,0.01,9986403,1
SpMV,Specialized,256,0.01,1564124,1.0
SpMV,SparseRAJA,256,0.01,9953721,1
GauSei,Specialized,256,0.025,482542220,1.0
GauSei,SparseRAJA,256,0.025,30232245,1
GauSei,Specialized,256,0.9,13025656855,1.0
GauSei,SparseRAJA,256,0.9,733751372,1
SpMV,Dense,256,1,387860535,1.0
GauSei,Specialized,256,0.025,482447965,1.0
GauSei,SparseRAJA,256,0.025,30213483,1
SpMV,Dense,256,1,387860744,1.0
GauSei,Specialized,256,0.2,2879568865,1.0
GauSei,SparseRAJA,256,0.2,163864720,1
SpMV,Specialized,256,0.05,11501580,1.0
SpMV,SparseRAJA,256,0.05,41725646,1
SpMV,Specialized,256,0.05,11507861,1.0
SpMV,SparseRAJA,256,0.05,41777368,1
SpMV,Specialized,256,0.05,11504237,1.0
SpMV,SparseRAJA,256,0.05,41733718,1
GauSei,Specialized,256,0.025,482406849,1.0
GauSei,SparseRAJA,256,0.025,30146780,1
SpMV,Specialized,256,0.05,11499580,1.0
SpMV,SparseRAJA,256,0.05,41720648,1
SpMV,Dense,256,1,387935092,1.0
SpMV,Specialized,256,0.05,11507111,1.0
SpMV,SparseRAJA,256,0.05,41704832,1
GauSei,Specialized,256,0.01,265267247,1.0
GauSei,SparseRAJA,256,0.01,19542461,1
SpMV,Dense,256,1,387821311,1.0
GauSei,Specialized,256,0.025,482218218,1.0
GauSei,SparseRAJA,256,0.025,30131510,1
GauSei,Specialized,256,0.01,265170366,1.0
GauSei,SparseRAJA,256,0.01,19511245,1
GauSei,Specialized,256,0.05,824147448,1.0
GauSei,SparseRAJA,256,0.05,53920857,1
GauSei,Specialized,256,0.01,265247378,1.0
GauSei,SparseRAJA,256,0.01,19503811,1
SpMV,Dense,256,1,387873181,1.0
GauSei,Specialized,256,0.025,482362475,1.0
GauSei,SparseRAJA,256,0.025,30194864,1
GauSei,Specialized,256,0.01,265344467,1.0
GauSei,SparseRAJA,256,0.01,19496993,1
GauSei,Specialized,256,0.01,265338374,1.0
GauSei,SparseRAJA,256,0.01,19485553,1
GauSei,Specialized,256,0.05,824346225,1.0
GauSei,SparseRAJA,256,0.05,53994064,1
GauSei,Specialized,256,0.05,824388757,1.0
GauSei,SparseRAJA,256,0.05,53956388,1
GauSei,Specialized,256,0.3,4493069214,1.0
GauSei,SparseRAJA,256,0.3,244473045,1
GauSei,Specialized,256,0.2,2879218556,1.0
GauSei,SparseRAJA,256,0.2,163924496,1
GauSei,Specialized,256,0.05,824181016,1.0
GauSei,SparseRAJA,256,0.05,53973372,1
GauSei,Specialized,256,0.6,8819283186,1.0
GauSei,SparseRAJA,256,0.6,472186713,1
GauSei,Specialized,256,0.05,824281029,1.0
GauSei,SparseRAJA,256,0.05,53904984,1
GauSei,Dense,256,1,391683100,1.0
GauSei,Specialized,256,0.3,4493498485,1.0
GauSei,SparseRAJA,256,0.3,241298591,1
GauSei,Dense,256,1,391714286,1.0
GauSei,Specialized,256,0.3,4493259734,1.0
GauSei,SparseRAJA,256,0.3,257480396,1
GauSei,Dense,256,1,391938654,1.0
GauSei,Dense,256,1,391711504,1.0
GauSei,Specialized,256,0.5,7402141093,1.0
GauSei,SparseRAJA,256,0.5,393638563,1
GauSei,Dense,256,1,391732808,1.0
GauSei,Specialized,256,0.5,7402424576,1.0
GauSei,SparseRAJA,256,0.5,393126002,1
