Benchmark, Variant, Size, Density, Time
SpMV,SparseRAJA,64,0.01,550808
SpMV,Specialized,64,0.01,108599
SpMV,SparseRAJA,64,0.01,550562
SpMV,Specialized,64,0.01,108867
SpMV,SparseRAJA,64,0.01,551032
SpMV,Specialized,64,0.01,108588
SpMV,SparseRAJA,64,0.01,550221
SpMV,Specialized,64,0.01,109359
SpMV,SparseRAJA,64,0.01,550717
SpMV,Specialized,128,0.5,44499775
SpMV,SparseRAJA,128,0.5,127820886
SpMV,Specialized,128,0.5,64920617
SpMV,SparseRAJA,128,0.5,128257491
SpMV,Specialized,128,0.5,44494496
SpMV,SparseRAJA,128,0.5,127789496
SpMV,Specialized,128,0.5,44514069
SpMV,SparseRAJA,128,0.5,127823253
SpMV,Specialized,128,0.5,44493394
SpMV,SparseRAJA,128,0.5,128183796
SpMV,Specialized,128,0.3,25107649
SpMV,SparseRAJA,128,0.3,78599331
SpMV,Specialized,128,0.3,25087113
SpMV,SparseRAJA,128,0.3,78571312
SpMV,Specialized,128,0.3,25101419
SpMV,SparseRAJA,128,0.3,78560750
SpMV,Specialized,128,0.3,25098279
SpMV,SparseRAJA,128,0.3,78599628
SpMV,Specialized,128,0.3,25097683
SpMV,SparseRAJA,128,0.3,79307214
SpMV,Specialized,128,0.1,5881946
SpMV,SparseRAJA,128,0.1,25379319
SpMV,Specialized,128,0.1,5879044
SpMV,SparseRAJA,128,0.1,25369527
SpMV,Specialized,128,0.1,5879355
SpMV,SparseRAJA,128,0.1,25387999
SpMV,Specialized,128,0.1,5879323
SpMV,SparseRAJA,128,0.1,25368637
SpMV,Specialized,128,0.1,5882766
SpMV,SparseRAJA,128,0.1,25383857
SpMV,Specialized,128,0.05,2317054
SpMV,SparseRAJA,128,0.05,12587055
SpMV,Specialized,128,0.05,2316584
SpMV,SparseRAJA,128,0.05,12587785
SpMV,Specialized,128,0.05,2316896
SpMV,SparseRAJA,128,0.05,12588251
SpMV,Specialized,128,0.05,2316747
SpMV,SparseRAJA,128,0.05,12591194
SpMV,Specialized,128,0.05,2320449
SpMV,SparseRAJA,128,0.05,12588818
SpMV,Specialized,128,0.025,951184
SpMV,SparseRAJA,128,0.025,4991989
SpMV,Specialized,128,0.025,951264
SpMV,SparseRAJA,128,0.025,4996106
SpMV,Specialized,128,0.025,950580
SpMV,SparseRAJA,128,0.025,4996619
SpMV,Specialized,128,0.025,951006
SpMV,SparseRAJA,128,0.025,4997589
SpMV,Specialized,128,0.025,951588
SpMV,SparseRAJA,128,0.025,4992370
SpMV,Specialized,128,0.01,365620
SpMV,SparseRAJA,128,0.01,2145721
SpMV,Specialized,128,0.01,366238
SpMV,SparseRAJA,128,0.01,2146323
SpMV,Specialized,128,0.01,366031
SpMV,SparseRAJA,128,0.01,2145137
SpMV,Specialized,128,0.01,365997
SpMV,SparseRAJA,128,0.01,2145631
SpMV,Specialized,128,0.01,365930
SpMV,SparseRAJA,128,0.01,2145121
SpMV,Specialized,192,0.5,102906027
SpMV,SparseRAJA,192,0.5,258746406
SpMV,Specialized,192,0.5,102856409
SpMV,SparseRAJA,192,0.5,259295367
SpMV,Specialized,192,0.5,102866269
SpMV,SparseRAJA,192,0.5,259222630
SpMV,Specialized,192,0.5,102859540
SpMV,SparseRAJA,192,0.5,258821780
SpMV,Specialized,192,0.5,102862852
SpMV,SparseRAJA,192,0.5,259242531
SpMV,Specialized,192,0.3,59779431
SpMV,SparseRAJA,192,0.3,154716579
SpMV,Specialized,192,0.3,59794907
SpMV,SparseRAJA,192,0.3,154902910
SpMV,Specialized,192,0.3,59784755
SpMV,SparseRAJA,192,0.3,154737906
SpMV,Specialized,192,0.3,60019573
SpMV,SparseRAJA,192,0.3,154703796
SpMV,Specialized,192,0.3,59801188
SpMV,SparseRAJA,192,0.3,154907529
SpMV,Specialized,192,0.1,15387232
SpMV,SparseRAJA,192,0.1,57321660
SpMV,Specialized,192,0.1,15398823
SpMV,SparseRAJA,192,0.1,57290245
SpMV,Specialized,192,0.1,15386259
SpMV,SparseRAJA,192,0.1,57284950
SpMV,Specialized,192,0.1,15400985
SpMV,SparseRAJA,192,0.1,57287973
SpMV,Specialized,192,0.1,15395745
SpMV,SparseRAJA,192,0.1,57284362
SpMV,Specialized,192,0.05,5892552
SpMV,SparseRAJA,192,0.05,27749022
SpMV,Specialized,192,0.05,5891817
SpMV,SparseRAJA,192,0.05,27770174
SpMV,Specialized,192,0.05,5893819
SpMV,SparseRAJA,192,0.05,27777918
SpMV,Specialized,192,0.05,5889856
SpMV,SparseRAJA,192,0.05,27801358
SpMV,Specialized,192,0.05,5891751
SpMV,SparseRAJA,192,0.05,27799107
SpMV,Specialized,192,0.025,2405793
SpMV,SparseRAJA,192,0.025,13717157
SpMV,Specialized,192,0.025,2408115
SpMV,SparseRAJA,192,0.025,13713660
SpMV,Specialized,192,0.025,2405332
SpMV,SparseRAJA,192,0.025,13712090
SpMV,Specialized,192,0.025,2407928
SpMV,SparseRAJA,192,0.025,13715250
SpMV,Specialized,192,0.025,2406797
SpMV,SparseRAJA,192,0.025,13711371
SpMV,Specialized,192,0.01,884094
SpMV,SparseRAJA,192,0.01,5304078
SpMV,Specialized,192,0.01,884221
SpMV,SparseRAJA,192,0.01,5300610
SpMV,Specialized,192,0.01,884256
SpMV,SparseRAJA,192,0.01,5301141
SpMV,Specialized,192,0.01,884026
SpMV,SparseRAJA,192,0.01,5307446
SpMV,Specialized,192,0.01,884557
SpMV,SparseRAJA,192,0.01,5307733
SpMV,Specialized,212,0.5,126461865
SpMV,SparseRAJA,212,0.5,316654118
SpMV,Specialized,212,0.5,126060971
SpMV,SparseRAJA,212,0.5,316130509
SpMV,Specialized,212,0.5,126087127
SpMV,SparseRAJA,212,0.5,315955244
SpMV,Specialized,212,0.5,126065170
SpMV,SparseRAJA,212,0.5,315806759
SpMV,Specialized,212,0.5,126066312
SpMV,SparseRAJA,212,0.5,315998665
SpMV,Specialized,212,0.3,73341023
SpMV,SparseRAJA,212,0.3,188937728
SpMV,Specialized,212,0.3,73340910
SpMV,SparseRAJA,212,0.3,188882526
SpMV,Specialized,212,0.3,73336087
SpMV,SparseRAJA,212,0.3,188662870
SpMV,Specialized,212,0.3,73333230
SpMV,SparseRAJA,212,0.3,188914755
SpMV,Specialized,212,0.3,73348772
SpMV,SparseRAJA,212,0.3,188864758
SpMV,Specialized,212,0.1,19547401
SpMV,SparseRAJA,212,0.1,71083940
SpMV,Specialized,212,0.1,19552309
SpMV,SparseRAJA,212,0.1,71076814
SpMV,Specialized,212,0.1,19562356
SpMV,SparseRAJA,212,0.1,71124749
SpMV,Specialized,212,0.1,19550127
SpMV,SparseRAJA,212,0.1,71123648
SpMV,Specialized,212,0.1,34014794
SpMV,SparseRAJA,212,0.1,71181183
SpMV,Specialized,212,0.05,7415988
SpMV,SparseRAJA,212,0.05,34112503
SpMV,Specialized,212,0.05,7420821
SpMV,SparseRAJA,212,0.05,34132343
SpMV,Specialized,212,0.05,7420011
SpMV,SparseRAJA,212,0.05,34111351
SpMV,Specialized,212,0.05,7419904
SpMV,SparseRAJA,212,0.05,34107975
SpMV,Specialized,212,0.05,7420992
SpMV,SparseRAJA,212,0.05,34119108
SpMV,Specialized,212,0.025,2965287
SpMV,SparseRAJA,212,0.025,16618721
SpMV,Specialized,212,0.025,2960521
SpMV,SparseRAJA,212,0.025,16605472
SpMV,Specialized,212,0.025,2960482
SpMV,SparseRAJA,212,0.025,16610440
SpMV,Specialized,212,0.025,2961501
SpMV,SparseRAJA,212,0.025,16611539
SpMV,Specialized,212,0.025,2959553
SpMV,SparseRAJA,212,0.025,16608746
SpMV,Specialized,212,0.01,1069452
SpMV,SparseRAJA,212,0.01,7162322
SpMV,Specialized,212,0.01,1068699
SpMV,SparseRAJA,212,0.01,7163205
SpMV,Specialized,212,0.01,1073632
SpMV,SparseRAJA,212,0.01,7184502
SpMV,Specialized,212,0.01,1068581
SpMV,SparseRAJA,212,0.01,7163228
SpMV,Specialized,212,0.01,1068843
SpMV,SparseRAJA,212,0.01,7158277
SpMV,Specialized,256,0.5,185498066
SpMV,SparseRAJA,256,0.5,463372383
SpMV,Specialized,256,0.5,185325260
SpMV,SparseRAJA,256,0.5,463320717
SpMV,Specialized,256,0.5,185377076
SpMV,SparseRAJA,256,0.5,463554778
SpMV,Specialized,256,0.5,185628982
SpMV,SparseRAJA,256,0.5,463690833
SpMV,Specialized,256,0.5,185369701
SpMV,SparseRAJA,256,0.5,463424044
SpMV,Specialized,256,0.3,108278731
SpMV,SparseRAJA,256,0.3,276293368
SpMV,Specialized,256,0.3,138737592
SpMV,SparseRAJA,256,0.3,276719323
SpMV,Specialized,256,0.3,108593582
SpMV,SparseRAJA,256,0.3,276309521
SpMV,Specialized,256,0.3,108276357
SpMV,SparseRAJA,256,0.3,276385625
SpMV,Specialized,256,0.3,108274298
SpMV,SparseRAJA,256,0.3,276971009
SpMV,Specialized,256,0.1,30085132
SpMV,SparseRAJA,256,0.1,102442406
SpMV,Specialized,256,0.1,30091554
SpMV,SparseRAJA,256,0.1,102471284
SpMV,Specialized,256,0.1,30087632
SpMV,SparseRAJA,256,0.1,102446484
SpMV,Specialized,256,0.1,30102496
SpMV,SparseRAJA,256,0.1,102472860
SpMV,Specialized,256,0.1,30089600
SpMV,SparseRAJA,256,0.1,102438606
SpMV,Specialized,256,0.05,11449266
SpMV,SparseRAJA,256,0.05,49890699
SpMV,Specialized,256,0.05,11448663
SpMV,SparseRAJA,256,0.05,49916246
SpMV,Specialized,256,0.05,11448444
SpMV,SparseRAJA,256,0.05,49904679
SpMV,Specialized,256,0.05,11467175
SpMV,SparseRAJA,256,0.05,49895506
SpMV,Specialized,256,0.05,11467906
SpMV,SparseRAJA,256,0.05,49928751
SpMV,Specialized,256,0.025,4561807
SpMV,SparseRAJA,256,0.025,24598415
SpMV,Specialized,256,0.025,4562112
SpMV,SparseRAJA,256,0.025,24594406
SpMV,Specialized,256,0.025,4563132
SpMV,SparseRAJA,256,0.025,24601700
SpMV,Specialized,256,0.025,4562234
SpMV,SparseRAJA,256,0.025,24596526
SpMV,Specialized,256,0.025,4565259
SpMV,SparseRAJA,256,0.025,24625264
SpMV,Specialized,256,0.01,1557135
SpMV,SparseRAJA,256,0.01,9126976
SpMV,Specialized,256,0.01,1551783
SpMV,SparseRAJA,256,0.01,9165554
SpMV,Specialized,256,0.01,1551315
SpMV,SparseRAJA,256,0.01,9133823
SpMV,Specialized,256,0.01,1552152
SpMV,SparseRAJA,256,0.01,9130181
SpMV,Specialized,256,0.01,1552111
SpMV,SparseRAJA,256,0.01,9126628
SpMV,Specialized,384,0.5,499262637
SpMV,SparseRAJA,384,0.5,975151748
SpMV,Specialized,384,0.5,423097908
SpMV,SparseRAJA,384,0.5,974983081
SpMV,Specialized,384,0.5,423157909
SpMV,SparseRAJA,384,0.5,975489618
SpMV,Specialized,384,0.5,471082977
SpMV,SparseRAJA,384,0.5,975155449
SpMV,Specialized,384,0.5,485795060
SpMV,SparseRAJA,384,0.5,975531888
SpMV,Specialized,384,0.3,248659620
SpMV,SparseRAJA,384,0.3,583127764
SpMV,Specialized,384,0.3,285383893
SpMV,SparseRAJA,384,0.3,583628113
SpMV,Specialized,384,0.3,249052426
SpMV,SparseRAJA,384,0.3,583791020
SpMV,Specialized,384,0.3,248656215
SpMV,SparseRAJA,384,0.3,584074441
SpMV,Specialized,384,0.3,248657013
SpMV,SparseRAJA,384,0.3,583748305
SpMV,Specialized,384,0.1,73703673
SpMV,SparseRAJA,384,0.1,203645304
SpMV,Specialized,384,0.1,73709021
SpMV,SparseRAJA,384,0.1,203644039
SpMV,Specialized,384,0.1,73714657
SpMV,SparseRAJA,384,0.1,203755876
SpMV,Specialized,384,0.1,73707158
SpMV,SparseRAJA,384,0.1,203629412
SpMV,Specialized,384,0.1,73709817
SpMV,SparseRAJA,384,0.1,204241926
SpMV,Specialized,384,0.05,31045977
SpMV,SparseRAJA,384,0.05,113987824
SpMV,Specialized,384,0.05,30273071
SpMV,SparseRAJA,384,0.05,113946929
SpMV,Specialized,384,0.05,30272014
SpMV,SparseRAJA,384,0.05,113995665
SpMV,Specialized,384,0.05,30272496
SpMV,SparseRAJA,384,0.05,114032116
SpMV,Specialized,384,0.05,30273262
SpMV,SparseRAJA,384,0.05,113946506
SpMV,Specialized,384,0.025,11699088
SpMV,SparseRAJA,384,0.025,56048482
SpMV,Specialized,384,0.025,11696776
SpMV,SparseRAJA,384,0.025,56049184
SpMV,Specialized,384,0.025,11699119
SpMV,SparseRAJA,384,0.025,56048324
SpMV,Specialized,384,0.025,11694791
SpMV,SparseRAJA,384,0.025,56050005
SpMV,Specialized,384,0.025,11714330
SpMV,SparseRAJA,384,0.025,56053066
SpMV,Specialized,384,0.01,3831407
SpMV,SparseRAJA,384,0.01,22758258
SpMV,Specialized,384,0.01,3820394
SpMV,SparseRAJA,384,0.01,22782216
SpMV,Specialized,384,0.01,3818552
SpMV,SparseRAJA,384,0.01,22766504
SpMV,Specialized,384,0.01,3820818
SpMV,SparseRAJA,384,0.01,22759130
SpMV,Specialized,384,0.01,3815864
SpMV,SparseRAJA,384,0.01,22760448
SpMV,Specialized,512,0.5,808300671
SpMV,SparseRAJA,512,0.5,1734648157
SpMV,Specialized,512,0.5,756935575
SpMV,SparseRAJA,512,0.5,1735728678
SpMV,Specialized,512,0.5,902481443
SpMV,SparseRAJA,512,0.5,1735035980
SpMV,Specialized,512,0.5,756767015
SpMV,SparseRAJA,512,0.5,1735337584
SpMV,Specialized,512,0.5,796492244
SpMV,SparseRAJA,512,0.5,1734826283
SpMV,Specialized,512,0.3,499942043
SpMV,SparseRAJA,512,0.3,1034867755
SpMV,Specialized,512,0.3,447338891
SpMV,SparseRAJA,512,0.3,1034839350
SpMV,Specialized,512,0.3,447400896
SpMV,SparseRAJA,512,0.3,1034545954
SpMV,Specialized,512,0.3,447715517
SpMV,SparseRAJA,512,0.3,1034898700
SpMV,Specialized,512,0.3,493190656
SpMV,SparseRAJA,512,0.3,1034704168
SpMV,Specialized,512,0.1,137082360
SpMV,SparseRAJA,512,0.1,365528990
SpMV,Specialized,512,0.1,137082599
SpMV,SparseRAJA,512,0.1,365573489
SpMV,Specialized,512,0.1,137122067
SpMV,SparseRAJA,512,0.1,365662760
SpMV,Specialized,512,0.1,137083142
SpMV,SparseRAJA,512,0.1,365855430
SpMV,Specialized,512,0.1,137099043
SpMV,SparseRAJA,512,0.1,365380733
SpMV,Specialized,512,0.05,59269743
SpMV,SparseRAJA,512,0.05,179727990
SpMV,Specialized,512,0.05,59248712
SpMV,SparseRAJA,512,0.05,179936150
SpMV,Specialized,512,0.05,59245039
SpMV,SparseRAJA,512,0.05,180001780
SpMV,Specialized,512,0.05,59254722
SpMV,SparseRAJA,512,0.05,179821586
SpMV,Specialized,512,0.05,59327203
SpMV,SparseRAJA,512,0.05,179921959
SpMV,Specialized,512,0.025,24035028
SpMV,SparseRAJA,512,0.025,100616498
SpMV,Specialized,512,0.025,23022309
SpMV,SparseRAJA,512,0.025,100621564
SpMV,Specialized,512,0.025,23021254
SpMV,SparseRAJA,512,0.025,100627705
SpMV,Specialized,512,0.025,23017245
SpMV,SparseRAJA,512,0.025,100676301
SpMV,Specialized,512,0.025,23110466
SpMV,SparseRAJA,512,0.025,100678271
SpMV,Specialized,512,0.01,7200824
SpMV,SparseRAJA,512,0.01,40570915
SpMV,Specialized,512,0.01,7132004
SpMV,SparseRAJA,512,0.01,40578559
SpMV,Specialized,512,0.01,7150376
SpMV,SparseRAJA,512,0.01,40579204
SpMV,Specialized,512,0.01,7129661
SpMV,SparseRAJA,512,0.01,40574475
SpMV,Specialized,512,0.01,7129938
SpMV,SparseRAJA,512,0.01,40587734
SpMV,Dense,64,0.5,23878040
SpMV,Dense,64,0.5,23895187
SpMV,Dense,64,0.5,23873380
SpMV,Dense,64,0.5,23874182
SpMV,Dense,64,0.5,23885428
SpMV,Dense,128,0.5,96650576
SpMV,Dense,128,0.5,96658617
SpMV,Dense,128,0.5,96656648
SpMV,Dense,128,0.5,96944710
SpMV,Dense,128,0.5,96808825
SpMV,Dense,192,0.5,218483381
SpMV,Dense,192,0.5,218419843
SpMV,Dense,192,0.5,218370723
SpMV,Dense,192,0.5,218372644
SpMV,Dense,192,0.5,218373521
SpMV,Dense,212,0.5,266559816
SpMV,Dense,212,0.5,266554659
SpMV,Dense,212,0.5,266694830
SpMV,Dense,212,0.5,266562836
SpMV,Dense,212,0.5,266566201
SpMV,Dense,256,0.5,389497000
SpMV,Dense,256,0.5,389650405
SpMV,Dense,256,0.5,389488165
SpMV,Dense,256,0.5,389477708
SpMV,Dense,256,0.5,389568318
SpMV,Dense,384,0.5,878505612
SpMV,Dense,384,0.5,878468126
SpMV,Dense,384,0.5,878464298
SpMV,Dense,384,0.5,878443236
SpMV,Dense,384,0.5,878575899
SpMV,Dense,512,0.5,1563597559
SpMV,Dense,512,0.5,1563628859
SpMV,Dense,512,0.5,1563489648
SpMV,Dense,512,0.5,1563441552
SpMV,Dense,512,0.5,1563627700
